ID,time,lat,lng,weight_KG,last_pickup,full,empty
1,12:00,43.918871,-78.873507,75,5,1,0
2,12:00,43.918809,-78.79618,75,7,1,0
3,12:00,43.883129,-78.837788,75,5,1,0
4,12:00,43.91182,-78.886952,75,6,1,0
5,12:00,43.883133,-78.901501,75,5,1,0
6,12:00,43.901472,-78.836809,75,6,1,0
7,12:00,43.913337,-78.868418,75,7,1,0
8,12:00,43.894956,-78.793103,75,6,1,0
9,12:00,43.883066,-78.781865,75,5,1,0
10,12:00,43.903611,-78.901603,75,6,1,0
11,12:00,43.907638,-78.836479,75,5,1,0
12,12:00,43.894793,-78.856794,75,6,1,0
13,12:00,43.893231,-78.803695,75,5,1,0
14,12:00,43.888379,-78.872267,75,6,1,0
15,12:00,43.896232,-78.854417,75,7,1,0
16,12:00,43.914372,-78.828825,75,6,1,0
17,12:00,43.913173,-78.828532,75,6,1,0
18,12:00,43.901687,-78.863152,75,7,1,0
19,12:00,43.883675,-78.783013,75,6,1,0
20,12:00,43.908717,-78.851935,75,6,1,0
21,12:00,43.895197,-78.807466,75,5,1,0
22,12:00,43.891534,-78.88837,75,5,1,0
23,12:00,43.923906,-78.877057,75,5,1,0
24,12:00,43.895035,-78.828978,75,7,1,0
25,12:00,43.917043,-78.833611,75,5,1,0
26,12:00,43.91303,-78.834047,75,6,1,0
27,12:00,43.894571,-78.837171,75,6,1,0
28,12:00,43.885736,-78.847409,75,6,1,0
29,12:00,43.913613,-78.844636,75,5,1,0
30,12:00,43.896872,-78.906994,75,7,1,0
31,12:00,43.916243,-78.894149,75,7,1,0
32,12:00,43.911156,-78.834831,75,7,1,0
33,12:00,43.902937,-78.83409,75,6,1,0
34,12:00,43.908799,-78.816632,75,7,1,0
35,12:00,43.906651,-78.836038,75,6,1,0
36,12:00,43.926182,-78.821565,75,6,1,0
37,12:00,43.895782,-78.823411,75,7,1,0
38,12:00,43.89394,-78.811123,75,6,1,0
39,12:00,43.9028,-78.791946,75,6,1,0
40,12:00,43.923076,-78.892789,75,7,1,0
41,12:00,43.915184,-78.887858,75,5,1,0
42,12:00,43.925018,-78.801071,75,5,1,0
43,12:00,43.903407,-78.888537,75,6,1,0
44,12:00,43.892981,-78.777988,75,6,1,0
45,12:00,43.913682,-78.77324,75,6,1,0
46,12:00,43.927354,-78.795169,75,6,1,0
47,12:00,43.91327,-78.816589,75,6,1,0
48,12:00,43.901748,-78.786266,75,6,1,0
49,12:00,43.905852,-78.841608,75,6,1,0
50,12:00,43.906035,-78.811864,75,6,1,0
51,12:00,43.922381,-78.872252,75,6,1,0
52,12:00,43.904705,-78.787757,75,7,1,0
53,12:00,43.905976,-78.844477,75,5,1,0
54,12:00,43.906633,-78.917557,75,6,1,0
55,12:00,43.896869,-78.87259,75,6,1,0
56,12:00,43.901768,-78.791225,75,5,1,0
57,12:00,43.893208,-78.81211,75,5,1,0
58,12:00,43.91535,-78.872469,75,5,1,0
59,12:00,43.885313,-78.804841,75,7,1,0
60,12:00,43.916988,-78.796418,75,6,1,0
61,12:00,43.891067,-78.91204,75,5,1,0
62,12:00,43.922491,-78.875014,75,6,1,0
63,12:00,43.896314,-78.847593,75,5,1,0
64,12:00,43.917786,-78.787319,75,7,1,0
65,12:00,43.917104,-78.811874,75,6,1,0
66,12:00,43.894194,-78.815369,75,5,1,0
67,12:00,43.892981,-78.875303,75,7,1,0
68,12:00,43.893271,-78.85147,75,5,1,0
69,12:00,43.907824,-78.787514,75,5,1,0
70,12:00,43.908478,-78.796779,75,6,1,0
71,12:00,43.883574,-78.824768,75,6,1,0
72,12:00,43.912719,-78.87861,75,5,1,0
73,12:00,43.902263,-78.8659,75,6,1,0
74,12:00,43.905967,-78.828493,75,6,1,0
75,12:00,43.881773,-78.79343,75,5,1,0
76,12:00,43.893774,-78.813464,75,6,1,0
77,12:00,43.907023,-78.798198,75,6,1,0
78,12:00,43.891337,-78.806873,75,7,1,0
79,12:00,43.895145,-78.843461,75,6,1,0
80,12:00,43.894305,-78.787102,75,5,1,0
81,12:00,43.895863,-78.831847,75,7,1,0
82,12:00,43.901066,-78.892959,75,5,1,0
83,12:00,43.894521,-78.874024,75,5,1,0
84,12:00,43.894267,-78.872778,75,6,1,0
85,12:00,43.908294,-78.906851,75,7,1,0
86,12:00,43.916864,-78.816786,75,6,1,0
87,12:00,43.904713,-78.86775,75,5,1,0
88,12:00,43.908294,-78.86212,75,7,1,0
89,12:00,43.912169,-78.806766,75,6,1,0
90,12:00,43.893908,-78.907279,75,7,1,0
91,12:00,43.893065,-78.822026,75,6,1,0
92,12:00,43.916872,-78.862418,75,5,1,0
93,12:00,43.908482,-78.914303,75,7,1,0
94,12:00,43.923701,-78.912053,75,7,1,0
95,12:00,43.902711,-78.892765,75,5,1,0
96,12:00,43.886116,-78.826084,75,7,1,0
97,12:00,43.921235,-78.803971,75,5,1,0
98,12:00,43.898761,-78.898927,75,5,1,0
99,12:00,43.904723,-78.792495,75,6,1,0
100,12:00,43.906822,-78.843251,75,7,1,0
101,12:00,43.928697,-78.878734,75,5,1,0
102,12:00,43.902111,-78.905207,75,6,1,0
103,12:00,43.897784,-78.794419,75,7,1,0
104,12:00,43.923729,-78.858722,75,7,1,0
105,12:00,43.916297,-78.843502,75,6,1,0
106,12:00,43.892879,-78.821475,75,5,1,0
107,12:00,43.908427,-78.795286,75,6,1,0
108,12:00,43.921532,-78.793943,75,6,1,0
109,12:00,43.882834,-78.82439,75,6,1,0
110,12:00,43.921305,-78.814865,75,6,1,0
111,12:00,43.91284,-78.812347,75,7,1,0
112,12:00,43.92751,-78.834038,75,6,1,0
113,12:00,43.906663,-78.782609,75,6,1,0
114,12:00,43.92498,-78.882368,75,5,1,0
115,12:00,43.921819,-78.808429,75,6,1,0
116,12:00,43.91258,-78.844951,75,5,1,0
117,12:00,43.925274,-78.885446,75,6,1,0
118,12:00,43.893448,-78.906113,75,6,1,0
119,12:00,43.895477,-78.87343,75,7,1,0
120,12:00,43.884816,-78.803248,75,5,1,0
121,12:00,43.928025,-78.906139,75,6,1,0
122,12:00,43.897146,-78.798503,75,6,1,0
123,12:00,43.927282,-78.918075,75,6,1,0
124,12:00,43.885169,-78.813184,75,6,1,0
125,12:00,43.897875,-78.842127,75,6,1,0
126,12:00,43.926781,-78.9054,75,7,1,0
127,12:00,43.918395,-78.863932,75,6,1,0
128,12:00,43.892131,-78.853775,75,5,1,0
129,12:00,43.894043,-78.868589,75,6,1,0
130,12:00,43.908488,-78.782435,75,6,1,0
131,12:00,43.896683,-78.875923,75,6,1,0
132,12:00,43.913329,-78.808138,75,6,1,0
133,12:00,43.923203,-78.834938,75,5,1,0
134,12:00,43.918757,-78.778344,75,6,1,0
135,12:00,43.907629,-78.907357,75,6,1,0
136,12:00,43.913152,-78.818925,75,6,1,0
137,12:00,43.897014,-78.80393,75,6,1,0
138,12:00,43.907638,-78.831726,75,7,1,0
139,12:00,43.904518,-78.868277,75,5,1,0
140,12:00,43.925011,-78.848041,75,6,1,0
141,12:00,43.905617,-78.85498,75,6,1,0
142,12:00,43.895407,-78.797633,75,6,1,0
143,12:00,43.903675,-78.88105,75,6,1,0
144,12:00,43.898514,-78.912137,75,7,1,0
145,12:00,43.882278,-78.875627,75,6,1,0
146,12:00,43.905203,-78.863772,75,7,1,0
147,12:00,43.903575,-78.894043,75,6,1,0
148,12:00,43.918614,-78.90521,75,5,1,0
149,12:00,43.926372,-78.804662,75,6,1,0
150,12:00,43.926203,-78.792486,75,5,1,0
151,12:00,43.917357,-78.811954,75,6,1,0
152,12:00,43.893155,-78.877733,75,6,1,0
153,12:00,43.891473,-78.86572,75,5,1,0
154,12:00,43.901821,-78.903477,75,5,1,0
155,12:00,43.882472,-78.904389,75,5,1,0
156,12:00,43.895966,-78.791258,75,6,1,0
157,12:00,43.887749,-78.896059,75,7,1,0
158,12:00,43.916242,-78.897455,75,7,1,0
159,12:00,43.913122,-78.881552,75,6,1,0
160,12:00,43.901523,-78.885295,75,7,1,0
161,12:00,43.905908,-78.836486,75,6,1,0
162,12:00,43.891801,-78.824569,75,7,1,0
163,12:00,43.906839,-78.833979,75,6,1,0
164,12:00,43.907207,-78.898285,75,7,1,0
165,12:00,43.924656,-78.827233,75,6,1,0
166,12:00,43.894354,-78.85842,75,6,1,0
167,12:00,43.917794,-78.802843,75,6,1,0
168,12:00,43.907986,-78.877973,75,5,1,0
169,12:00,43.885393,-78.793748,75,5,1,0
170,12:00,43.901511,-78.773923,75,6,1,0
171,12:00,43.907412,-78.83178,75,7,1,0
172,12:00,43.913029,-78.818478,75,7,1,0
173,12:00,43.926082,-78.90645,75,6,1,0
