ID,time,lat,lng,weight_KG,last_pickup,full,empty
1,12:00,43.903099,-78.873589,75,7,1,0
2,12:00,43.907913,-78.801009,75,7,1,0
3,12:00,43.903519,-78.814094,75,6,1,0
4,12:00,43.905386,-78.79467,75,6,1,0
5,12:00,43.904756,-78.903087,75,6,1,0
6,12:00,43.907791,-78.80342,75,7,1,0
7,12:00,43.882513,-78.872384,75,7,1,0
8,12:00,43.914025,-78.878785,75,6,1,0
9,12:00,43.906031,-78.867587,75,6,1,0
10,12:00,43.886931,-78.88432,75,6,1,0
11,12:00,43.925464,-78.841671,75,6,1,0
12,12:00,43.896134,-78.775531,75,5,1,0
13,12:00,43.923876,-78.827132,75,6,1,0
14,12:00,43.917989,-78.776228,75,6,1,0
15,12:00,43.913764,-78.775795,75,6,1,0
16,12:00,43.891438,-78.89616,75,6,1,0
17,12:00,43.918614,-78.873942,75,6,1,0
18,12:00,43.91728,-78.813108,75,6,1,0
19,12:00,43.911476,-78.905653,75,6,1,0
20,12:00,43.918903,-78.848389,75,6,1,0
21,12:00,43.885204,-78.902585,75,6,1,0
22,12:00,43.915301,-78.792324,75,7,1,0
23,12:00,43.898461,-78.771739,75,5,1,0
24,12:00,43.917132,-78.851699,75,6,1,0
25,12:00,43.925582,-78.907117,75,6,1,0
26,12:00,43.898291,-78.87734,75,6,1,0
27,12:00,43.921191,-78.898956,75,7,1,0
28,12:00,43.898156,-78.882843,75,5,1,0
29,12:00,43.897804,-78.905712,75,5,1,0
30,12:00,43.894313,-78.811834,75,6,1,0
31,12:00,43.921901,-78.858737,75,6,1,0
32,12:00,43.906121,-78.895127,75,6,1,0
33,12:00,43.885261,-78.878024,75,7,1,0
34,12:00,43.904586,-78.857242,75,6,1,0
35,12:00,43.891813,-78.84865,75,6,1,0
36,12:00,43.922955,-78.884589,75,7,1,0
37,12:00,43.918104,-78.781263,75,6,1,0
38,12:00,43.887702,-78.784711,75,5,1,0
39,12:00,43.895316,-78.877046,75,6,1,0
40,12:00,43.91283,-78.845369,75,7,1,0
41,12:00,43.903931,-78.805872,75,6,1,0
42,12:00,43.921109,-78.795806,75,6,1,0
43,12:00,43.887596,-78.797591,75,5,1,0
44,12:00,43.906133,-78.845811,75,6,1,0
45,12:00,43.916586,-78.884231,75,7,1,0
46,12:00,43.913547,-78.884899,75,6,1,0
47,12:00,43.916683,-78.784723,75,6,1,0
48,12:00,43.895196,-78.872351,75,7,1,0
49,12:00,43.916062,-78.896533,75,5,1,0
50,12:00,43.881673,-78.88591,75,7,1,0
51,12:00,43.892674,-78.806706,75,6,1,0
52,12:00,43.896053,-78.882445,75,5,1,0
53,12:00,43.908339,-78.81192,75,6,1,0
54,12:00,43.901773,-78.825428,75,5,1,0
55,12:00,43.882579,-78.777353,75,6,1,0
56,12:00,43.9149,-78.882965,75,7,1,0
57,12:00,43.907238,-78.871764,75,6,1,0
58,12:00,43.926764,-78.785276,75,7,1,0
59,12:00,43.9212,-78.876735,75,6,1,0
60,12:00,43.895784,-78.84397,75,6,1,0
61,12:00,43.895867,-78.808592,75,6,1,0
62,12:00,43.895462,-78.847958,75,5,1,0
63,12:00,43.925981,-78.892659,75,6,1,0
64,12:00,43.885221,-78.866915,75,5,1,0
65,12:00,43.884328,-78.781393,75,6,1,0
66,12:00,43.907413,-78.814546,75,6,1,0
67,12:00,43.891528,-78.811593,75,6,1,0
68,12:00,43.89892,-78.811569,75,7,1,0
69,12:00,43.886022,-78.785626,75,5,1,0
70,12:00,43.894079,-78.814503,75,6,1,0
71,12:00,43.905556,-78.848673,75,5,1,0
72,12:00,43.912966,-78.838449,75,6,1,0
73,12:00,43.922916,-78.818699,75,6,1,0
74,12:00,43.911487,-78.784551,75,6,1,0
75,12:00,43.917225,-78.815988,75,6,1,0
76,12:00,43.886978,-78.804275,75,6,1,0
77,12:00,43.89547,-78.834808,75,5,1,0
78,12:00,43.916811,-78.832129,75,6,1,0
79,12:00,43.902396,-78.795389,75,6,1,0
80,12:00,43.89254,-78.875364,75,6,1,0
81,12:00,43.916847,-78.792199,75,6,1,0
82,12:00,43.91692,-78.896145,75,6,1,0
83,12:00,43.881826,-78.91487,75,5,1,0
84,12:00,43.894621,-78.836778,75,7,1,0
85,12:00,43.918364,-78.851388,75,6,1,0
86,12:00,43.9164,-78.772745,75,7,1,0
87,12:00,43.902852,-78.79248,75,7,1,0
88,12:00,43.916434,-78.813319,75,6,1,0
89,12:00,43.92385,-78.806482,75,7,1,0
90,12:00,43.906369,-78.918427,75,7,1,0
91,12:00,43.892412,-78.898605,75,7,1,0
92,12:00,43.883767,-78.781883,75,7,1,0
93,12:00,43.892496,-78.836598,75,6,1,0
94,12:00,43.901549,-78.808946,75,5,1,0
95,12:00,43.903354,-78.803431,75,5,1,0
96,12:00,43.914851,-78.888807,75,5,1,0
97,12:00,43.904731,-78.84372,75,6,1,0
98,12:00,43.913551,-78.853665,75,6,1,0
99,12:00,43.905487,-78.807679,75,6,1,0
100,12:00,43.904372,-78.785645,75,5,1,0
101,12:00,43.915834,-78.894397,75,5,1,0
102,12:00,43.9046,-78.782878,75,7,1,0
103,12:00,43.901045,-78.776518,75,6,1,0
104,12:00,43.912435,-78.835563,75,7,1,0
105,12:00,43.921807,-78.80783,75,6,1,0
106,12:00,43.881781,-78.824003,75,7,1,0
107,12:00,43.893953,-78.863363,75,6,1,0
108,12:00,43.891169,-78.913953,75,6,1,0
109,12:00,43.888456,-78.884024,75,6,1,0
110,12:00,43.886615,-78.814486,75,7,1,0
111,12:00,43.916962,-78.821404,75,6,1,0
112,12:00,43.885144,-78.844717,75,7,1,0
113,12:00,43.905561,-78.842531,75,7,1,0
114,12:00,43.913735,-78.827472,75,6,1,0
115,12:00,43.902446,-78.867491,75,6,1,0
116,12:00,43.89166,-78.846074,75,5,1,0
117,12:00,43.911385,-78.856224,75,6,1,0
118,12:00,43.914243,-78.901134,75,5,1,0
119,12:00,43.89811,-78.914184,75,5,1,0
120,12:00,43.913662,-78.785251,75,5,1,0
121,12:00,43.918698,-78.913635,75,6,1,0
122,12:00,43.896401,-78.805757,75,5,1,0
123,12:00,43.891557,-78.863783,75,7,1,0
124,12:00,43.918136,-78.886751,75,5,1,0
125,12:00,43.904237,-78.791045,75,7,1,0
126,12:00,43.912068,-78.777528,75,6,1,0
127,12:00,43.913304,-78.801411,75,7,1,0
128,12:00,43.885518,-78.816332,75,6,1,0
129,12:00,43.927857,-78.828812,75,7,1,0
130,12:00,43.914412,-78.854971,75,6,1,0
131,12:00,43.926573,-78.806875,75,6,1,0
132,12:00,43.893672,-78.83559,75,7,1,0
133,12:00,43.923258,-78.771699,75,6,1,0
134,12:00,43.907412,-78.776462,75,5,1,0
135,12:00,43.903261,-78.901207,75,7,1,0
136,12:00,43.903669,-78.771964,75,7,1,0
137,12:00,43.928708,-78.854512,75,6,1,0
138,12:00,43.885702,-78.84616,75,7,1,0
139,12:00,43.913651,-78.898413,75,6,1,0
140,12:00,43.908927,-78.871379,75,6,1,0
