ID,time,lat,lng,weight_KG,last_pickup,full,empty
1,12:00,43.915682,-78.783331,75,5,1,0
2,12:00,43.895463,-78.79433,75,6,1,0
3,12:00,43.898355,-78.866499,75,6,1,0
4,12:00,43.885995,-78.827401,75,5,1,0
5,12:00,43.914094,-78.861554,75,5,1,0
6,12:00,43.898939,-78.797466,75,6,1,0
7,12:00,43.914069,-78.796879,75,6,1,0
8,12:00,43.912617,-78.798165,75,7,1,0
9,12:00,43.885273,-78.811767,75,6,1,0
10,12:00,43.925595,-78.815244,75,7,1,0
11,12:00,43.896256,-78.873705,75,7,1,0
12,12:00,43.904728,-78.811974,75,6,1,0
13,12:00,43.901976,-78.878336,75,5,1,0
14,12:00,43.903566,-78.876156,75,6,1,0
15,12:00,43.896903,-78.824015,75,6,1,0
16,12:00,43.884416,-78.867229,75,6,1,0
17,12:00,43.917393,-78.90458,75,6,1,0
18,12:00,43.881056,-78.878097,75,6,1,0
19,12:00,43.918554,-78.847781,75,6,1,0
20,12:00,43.915928,-78.885894,75,7,1,0
21,12:00,43.918675,-78.798523,75,7,1,0
22,12:00,43.891944,-78.7912,75,7,1,0
23,12:00,43.897021,-78.881707,75,6,1,0
24,12:00,43.905144,-78.772431,75,6,1,0
25,12:00,43.906032,-78.897432,75,6,1,0
26,12:00,43.925097,-78.884844,75,7,1,0
27,12:00,43.894281,-78.867109,75,7,1,0
28,12:00,43.893689,-78.888983,75,7,1,0
29,12:00,43.907169,-78.798289,75,7,1,0
30,12:00,43.884101,-78.795396,75,6,1,0
31,12:00,43.911976,-78.815218,75,7,1,0
32,12:00,43.89833,-78.843875,75,7,1,0
33,12:00,43.928115,-78.827888,75,6,1,0
34,12:00,43.897861,-78.805309,75,7,1,0
35,12:00,43.924765,-78.786842,75,6,1,0
36,12:00,43.885724,-78.871515,75,7,1,0
37,12:00,43.924526,-78.888859,75,7,1,0
38,12:00,43.916986,-78.785615,75,5,1,0
39,12:00,43.893788,-78.794402,75,7,1,0
40,12:00,43.885513,-78.831087,75,5,1,0
41,12:00,43.90635,-78.853488,75,6,1,0
42,12:00,43.881075,-78.774551,75,5,1,0
43,12:00,43.892777,-78.786578,75,6,1,0
44,12:00,43.916129,-78.834435,75,6,1,0
45,12:00,43.915194,-78.886737,75,7,1,0
46,12:00,43.913252,-78.802787,75,7,1,0
47,12:00,43.917488,-78.917719,75,6,1,0
48,12:00,43.918825,-78.868069,75,5,1,0
49,12:00,43.912145,-78.794899,75,7,1,0
50,12:00,43.913726,-78.8274,75,6,1,0
51,12:00,43.926853,-78.812552,75,6,1,0
52,12:00,43.911554,-78.906563,75,6,1,0
53,12:00,43.9139,-78.854378,75,6,1,0
54,12:00,43.904267,-78.787191,75,5,1,0
55,12:00,43.907572,-78.781011,75,5,1,0
56,12:00,43.906005,-78.823422,75,5,1,0
57,12:00,43.907359,-78.855432,75,6,1,0
58,12:00,43.926404,-78.891451,75,5,1,0
59,12:00,43.892229,-78.851776,75,6,1,0
60,12:00,43.916713,-78.774466,75,7,1,0
61,12:00,43.898997,-78.815893,75,7,1,0
62,12:00,43.906096,-78.833686,75,7,1,0
63,12:00,43.925472,-78.814169,75,7,1,0
64,12:00,43.901771,-78.851564,75,6,1,0
65,12:00,43.90627,-78.891542,75,5,1,0
66,12:00,43.901019,-78.902105,75,6,1,0
67,12:00,43.924939,-78.833536,75,6,1,0
68,12:00,43.893549,-78.807107,75,6,1,0
69,12:00,43.894893,-78.826489,75,5,1,0
70,12:00,43.914481,-78.788922,75,5,1,0
71,12:00,43.896579,-78.878426,75,6,1,0
72,12:00,43.891978,-78.911208,75,7,1,0
73,12:00,43.887624,-78.841778,75,6,1,0
74,12:00,43.884522,-78.80145,75,6,1,0
75,12:00,43.918617,-78.833015,75,6,1,0
76,12:00,43.912835,-78.853399,75,7,1,0
77,12:00,43.884423,-78.914722,75,6,1,0
78,12:00,43.886644,-78.854534,75,6,1,0
79,12:00,43.892906,-78.917663,75,6,1,0
80,12:00,43.887948,-78.856155,75,7,1,0
81,12:00,43.885612,-78.851233,75,5,1,0
82,12:00,43.911021,-78.826957,75,7,1,0
83,12:00,43.915085,-78.89873,75,7,1,0
84,12:00,43.906226,-78.78678,75,7,1,0
85,12:00,43.903199,-78.864232,75,5,1,0
86,12:00,43.887375,-78.796331,75,6,1,0
87,12:00,43.912792,-78.865904,75,6,1,0
88,12:00,43.904158,-78.883332,75,7,1,0
89,12:00,43.91331,-78.901279,75,7,1,0
90,12:00,43.893171,-78.782211,75,6,1,0
91,12:00,43.894213,-78.802003,75,5,1,0
92,12:00,43.894211,-78.778069,75,5,1,0
93,12:00,43.922736,-78.904313,75,7,1,0
94,12:00,43.922442,-78.885836,75,5,1,0
95,12:00,43.88368,-78.813046,75,5,1,0
96,12:00,43.908413,-78.918881,75,6,1,0
97,12:00,43.895217,-78.797325,75,7,1,0
98,12:00,43.882124,-78.881223,75,7,1,0
99,12:00,43.923761,-78.78796,75,6,1,0
100,12:00,43.894004,-78.826985,75,5,1,0
101,12:00,43.916018,-78.87833,75,6,1,0
102,12:00,43.921249,-78.844916,75,6,1,0
103,12:00,43.915238,-78.915067,75,6,1,0
104,12:00,43.916009,-78.844471,75,6,1,0
105,12:00,43.892755,-78.884219,75,5,1,0
106,12:00,43.897638,-78.825628,75,5,1,0
107,12:00,43.891294,-78.821127,75,6,1,0
108,12:00,43.918324,-78.823666,75,5,1,0
109,12:00,43.88298,-78.841268,75,7,1,0
110,12:00,43.887575,-78.865154,75,5,1,0
111,12:00,43.915561,-78.797219,75,6,1,0
112,12:00,43.896346,-78.886642,75,6,1,0
113,12:00,43.913098,-78.85536,75,6,1,0
114,12:00,43.925643,-78.841953,75,7,1,0
115,12:00,43.897238,-78.898085,75,6,1,0
116,12:00,43.924824,-78.79269,75,6,1,0
117,12:00,43.894218,-78.863803,75,7,1,0
118,12:00,43.917706,-78.883843,75,5,1,0
119,12:00,43.898609,-78.851131,75,6,1,0
